CO(GT),PT08.S1(CO),C6H6(GT),PT08.S2(NMHC),NO2(GT),PT08.S3(NOx),PT08.S4(NO2),PT08.S5(O3),RH,AH,NOx(GT)
2.6,1179.0,9.4,955.0,125.0,928.0,1571.0,899.0,66.3,0.8336,169.0
1.7,1047.0,5.9,809.0,108.0,1064.0,1435.0,766.0,66.9,0.8248,118.0
1.3,973.0,4.5,739.0,87.0,1186.0,1354.0,589.0,61.1,0.7717,81.0
1.3,997.0,4.5,737.0,89.0,1168.0,1341.0,631.0,59.9,0.7516,80.0
1.0,970.0,2.5,621.0,58.0,1400.0,1249.0,479.0,58.4,0.7686,42.0
0.7,902.0,1.8,568.0,54.0,1450.0,1253.0,479.0,68.1,0.789,38.0
0.7,921.0,1.4,538.0,109.0,1564.0,1224.0,417.0,68.2,0.8091,180.0
0.5,858.0,0.9,490.0,28.0,1707.0,1212.0,378.0,72.3,0.8496,18.0
0.5,878.0,0.6,457.0,20.0,1935.0,1158.0,344.0,66.8,0.8152,12.0
0.6,893.0,1.4,540.0,51.0,1604.0,1268.0,413.0,83.2,0.8695,43.0
1.1,1038.0,3.8,697.0,82.0,1260.0,1383.0,605.0,79.0,0.8544,84.0
2.7,1320.0,11.6,1035.0,112.0,902.0,1721.0,991.0,74.6,0.8429,184.0
3.5,1353.0,17.8,1235.0,119.0,740.0,1937.0,1175.0,75.1,0.8415,202.0
2.3,1133.0,8.8,933.0,99.0,969.0,1552.0,923.0,69.7,0.8389,133.0
1.6,1066.0,6.8,849.0,98.0,1039.0,1468.0,829.0,64.4,0.8447,130.0
1.3,1027.0,5.9,809.0,88.0,1081.0,1442.0,733.0,53.0,0.8209,106.0
2.0,1106.0,8.9,935.0,96.0,958.0,1570.0,819.0,48.4,0.778,132.0
1.9,1038.0,8.2,907.0,81.0,976.0,1492.0,723.0,46.3,0.7438,106.0
1.9,1084.0,8.6,924.0,92.0,986.0,1501.0,786.0,41.3,0.7462,125.0
2.2,1105.0,10.1,982.0,105.0,939.0,1545.0,850.0,35.4,0.7094,138.0
2.0,1102.0,9.4,957.0,88.0,968.0,1527.0,820.0,37.4,0.7225,120.0
2.9,1240.0,14.6,1137.0,103.0,836.0,1748.0,991.0,40.5,0.6835,158.0
5.2,1443.0,24.6,1418.0,141.0,666.0,2060.0,1454.0,47.8,0.7293,253.0
4.6,1389.0,21.6,1341.0,133.0,692.0,1982.0,1488.0,52.5,0.7642,231.0
2.5,1183.0,10.3,989.0,119.0,904.0,1539.0,1205.0,53.2,0.7555,150.0
1.5,1014.0,5.7,798.0,106.0,1083.0,1376.0,909.0,56.1,0.7140000000000001,99.0
1.2,979.0,4.5,736.0,92.0,1154.0,1324.0,769.0,59.5,0.7276,75.0
1.7,1048.0,5.5,787.0,97.0,1098.0,1373.0,835.0,61.1,0.7323,93.0
1.4,1024.0,4.8,753.0,91.0,1131.0,1357.0,793.0,61.6,0.7425,79.0
1.2,974.0,3.6,690.0,83.0,1208.0,1313.0,733.0,62.6,0.7398,67.0
0.6,862.0,1.7,561.0,109.0,1449.0,1219.0,502.0,68.5,0.7455,180.0
0.7,925.0,2.2,602.0,59.0,1398.0,1263.0,562.0,69.4,0.7459,45.0
0.8,952.0,3.0,654.0,73.0,1210.0,1312.0,832.0,72.4,0.7655,72.0
0.9,1005.0,4.0,713.0,78.0,1130.0,1363.0,924.0,71.8,0.7711,103.0
1.6,1122.0,6.7,842.0,90.0,1015.0,1438.0,974.0,66.3,0.7375,132.0
3.4,1351.0,16.7,1201.0,110.0,783.0,1828.0,1307.0,59.6,0.7214,239.0
3.8,1408.0,19.3,1278.0,114.0,682.0,1928.0,1481.0,57.0,0.7544,275.0
3.1,1304.0,14.8,1142.0,119.0,772.0,1747.0,1405.0,44.1,0.7407,232.0
2.7,1207.0,13.4,1098.0,121.0,826.0,1664.0,1195.0,35.3,0.6729,180.0
2.0,1099.0,11.0,1014.0,97.0,948.0,1503.0,868.0,27.1,0.5976,112.0
2.3,1106.0,12.5,1068.0,99.0,915.0,1535.0,874.0,26.2,0.5741,116.0
1.9,1009.0,8.4,916.0,85.0,1015.0,1391.0,738.0,30.8,0.5683,103.0
1.3,962.0,5.3,776.0,75.0,1152.0,1279.0,550.0,36.8,0.5922,89.0
1.9,1093.0,8.8,933.0,87.0,976.0,1454.0,777.0,41.0,0.6292,112.0
2.3,1180.0,11.2,1023.0,102.0,886.0,1588.0,966.0,43.3,0.6982,127.0
2.4,1168.0,11.6,1037.0,105.0,868.0,1580.0,990.0,45.6,0.6403,125.0
2.7,1168.0,12.4,1063.0,98.0,876.0,1540.0,944.0,48.0,0.6046,120.0
2.6,1140.0,10.6,1000.0,93.0,916.0,1490.0,962.0,51.1,0.628,120.0
1.5,1001.0,6.0,811.0,91.0,1097.0,1308.0,778.0,50.8,0.6172,99.0
1.2,953.0,4.6,743.0,85.0,1185.0,1252.0,690.0,50.4,0.6063,79.0
1.1,972.0,4.1,715.0,74.0,1237.0,1258.0,644.0,50.2,0.6103,66.0
1.5,1021.0,5.2,776.0,87.0,1144.0,1307.0,753.0,53.4,0.63,94.0
1.0,940.0,3.2,664.0,79.0,1290.0,1232.0,646.0,57.8,0.6488,70.0
1.2,1046.0,4.5,736.0,78.0,1142.0,1312.0,838.0,62.1,0.6746,75.0
1.1,1026.0,3.8,699.0,109.0,1191.0,1292.0,851.0,63.5,0.6777,180.0
1.8,983.0,3.8,698.0,63.0,1209.0,1296.0,801.0,64.8,0.6683,57.0
0.8,915.0,1.9,578.0,48.0,1417.0,1212.0,665.0,58.9,0.6444,32.0
0.9,935.0,2.4,615.0,59.0,1373.0,1250.0,717.0,66.6,0.6409999999999999,54.0
1.1,976.0,3.3,669.0,65.0,1270.0,1266.0,795.0,62.9,0.6396,68.0
1.5,1124.0,6.7,842.0,71.0,1050.0,1418.0,936.0,63.9,0.65,98.0
1.8,1163.0,8.5,919.0,84.0,922.0,1530.0,1076.0,50.5,0.6654,128.0
2.1,1167.0,9.7,966.0,93.0,942.0,1520.0,1016.0,36.1,0.6313,129.0
2.1,1121.0,9.4,955.0,99.0,992.0,1451.0,834.0,29.2,0.5920000000000001,130.0
1.9,1071.0,9.0,940.0,93.0,994.0,1449.0,756.0,30.1,0.6013,111.0
2.1,1065.0,10.0,979.0,96.0,950.0,1467.0,766.0,26.8,0.5861,106.0
2.5,1157.0,12.6,1072.0,114.0,888.0,1596.0,905.0,28.6,0.5735,137.0
1.9,1046.0,7.6,883.0,101.0,1051.0,1357.0,765.0,28.4,0.5737,113.0
2.2,1147.0,11.8,1042.0,108.0,934.0,1538.0,830.0,26.0,0.5555,122.0
2.3,1119.0,11.2,1022.0,117.0,916.0,1508.0,853.0,31.3,0.6038,137.0
2.7,1210.0,12.4,1062.0,125.0,886.0,1586.0,981.0,36.1,0.644,165.0
3.0,1306.0,12.9,1079.0,133.0,827.0,1621.0,1286.0,40.1,0.6657,196.0
2.8,1258.0,12.2,1057.0,119.0,841.0,1633.0,1244.0,44.9,0.6991,174.0
2.2,1148.0,8.8,930.0,107.0,948.0,1475.0,1056.0,48.1,0.6946,140.0
1.6,1108.0,6.8,848.0,96.0,1023.0,1421.0,1003.0,50.8,0.7042,102.0
2.1,1231.0,8.6,924.0,105.0,906.0,1483.0,1245.0,56.1,0.7326,130.0
2.3,1293.0,8.9,937.0,102.0,930.0,1464.0,1200.0,55.9,0.7277,121.0
2.3,1274.0,8.3,912.0,97.0,939.0,1451.0,1188.0,58.1,0.7278,111.0
1.7,1135.0,6.3,827.0,79.0,1013.0,1395.0,1070.0,62.2,0.7294,87.0
2.2,1151.0,8.3,911.0,109.0,935.0,1501.0,1075.0,66.7,0.7276,180.0
1.3,1010.0,5.1,769.0,69.0,1110.0,1396.0,895.0,64.9,0.7124,77.0
0.8,870.0,2.6,626.0,52.0,1325.0,1284.0,755.0,58.5,0.7,39.0
1.1,983.0,3.6,688.0,62.0,1251.0,1342.0,806.0,66.4,0.6990000000000001,77.0
1.4,995.0,3.6,691.0,69.0,1219.0,1321.0,836.0,68.0,0.7043,91.0
1.3,1024.0,4.7,747.0,75.0,1136.0,1382.0,897.0,58.6,0.7035,105.0
1.9,1163.0,7.5,880.0,83.0,959.0,1486.0,1073.0,50.1,0.7242,133.0
2.3,1218.0,9.0,938.0,94.0,918.0,1501.0,1088.0,36.9,0.7018,128.0
2.3,1210.0,9.5,958.0,96.0,933.0,1514.0,1036.0,31.3,0.6887,126.0
1.8,1114.0,7.7,887.0,86.0,1020.0,1438.0,768.0,26.4,0.6607,92.0
1.4,995.0,5.7,796.0,72.0,1159.0,1287.0,587.0,23.1,0.5768,66.0
1.0,927.0,3.8,700.0,53.0,1285.0,1189.0,452.0,25.0,0.5319,50.0
1.4,1002.0,4.8,754.0,65.0,1189.0,1260.0,470.0,27.3,0.5594,70.0
1.3,987.0,4.3,727.0,70.0,1213.0,1244.0,502.0,28.3,0.5848,73.0
1.3,993.0,4.1,714.0,75.0,1217.0,1238.0,516.0,31.4,0.6048,77.0
1.4,1012.0,4.7,746.0,86.0,1174.0,1301.0,555.0,35.0,0.617,86.0
1.9,1114.0,6.2,823.0,94.0,1068.0,1357.0,671.0,40.2,0.6438,93.0
1.8,1093.0,5.5,789.0,103.0,1102.0,1329.0,788.0,43.2,0.6623,105.0
1.1,968.0,3.3,669.0,81.0,1261.0,1246.0,538.0,46.8,0.6686,67.0
1.1,960.0,3.2,666.0,80.0,1266.0,1224.0,544.0,46.5,0.6449,63.0
1.1,942.0,2.9,648.0,77.0,1300.0,1204.0,500.0,46.6,0.6319,63.0
0.9,888.0,2.2,598.0,58.0,1396.0,1156.0,417.0,48.0,0.6135,46.0
0.6,818.0,1.3,524.0,31.0,1588.0,1071.0,341.0,45.8,0.5895,21.0
0.5,840.0,1.1,509.0,38.0,1643.0,1076.0,352.0,46.6,0.5901,22.0
0.7,894.0,1.3,524.0,109.0,1557.0,1095.0,397.0,47.8,0.5913,180.0
0.6,864.0,1.2,516.0,59.0,1496.0,1153.0,502.0,46.9,0.628,39.0
0.7,898.0,1.7,559.0,70.0,1441.0,1180.0,648.0,51.2,0.6341,55.0
0.9,946.0,2.9,643.0,75.0,1309.0,1232.0,760.0,50.7,0.6167,76.0
2.9,1309.0,14.3,1125.0,103.0,844.0,1687.0,1183.0,56.8,0.615,181.0
4.1,1326.0,19.7,1289.0,134.0,714.0,1806.0,1431.0,44.1,0.5748,259.0
1.5,966.0,5.5,786.0,98.0,1111.0,1258.0,705.0,37.6,0.5184,118.0
1.5,975.0,5.6,793.0,97.0,1133.0,1254.0,637.0,33.2,0.5222,119.0
1.5,988.0,5.8,803.0,98.0,1105.0,1293.0,658.0,30.1,0.5285,123.0
1.4,971.0,5.5,786.0,78.0,1129.0,1272.0,546.0,29.0,0.5406,92.0
1.6,1010.0,6.5,833.0,83.0,1070.0,1332.0,561.0,27.9,0.5517,91.0
1.5,984.0,5.5,790.0,92.0,1131.0,1268.0,532.0,26.8,0.5446,103.0
1.4,962.0,5.2,776.0,81.0,1131.0,1247.0,535.0,26.1,0.5387,102.0
1.5,1012.0,5.8,801.0,90.0,1098.0,1289.0,525.0,27.1,0.5522,94.0
1.9,1058.0,7.9,896.0,95.0,996.0,1358.0,603.0,28.9,0.5558,98.0
2.5,1173.0,10.2,985.0,114.0,905.0,1477.0,802.0,31.3,0.568,126.0
2.1,1127.0,8.2,907.0,106.0,957.0,1404.0,796.0,35.4,0.5839,108.0
1.6,1020.0,5.7,797.0,99.0,1066.0,1302.0,689.0,37.9,0.5733,95.0
1.2,949.0,3.8,700.0,90.0,1221.0,1178.0,553.0,34.4,0.517,78.0
1.1,930.0,4.0,710.0,82.0,1278.0,1137.0,509.0,28.5,0.4405,61.0
1.0,900.0,2.8,643.0,74.0,1339.0,1089.0,455.0,31.9,0.4583,55.0
1.0,899.0,2.6,630.0,76.0,1418.0,1050.0,425.0,26.8,0.4023,57.0
0.7,866.0,1.8,569.0,66.0,1468.0,1055.0,436.0,33.6,0.4595,41.0
0.7,900.0,1.7,563.0,73.0,1402.0,1130.0,618.0,42.9,0.5442,46.0
0.8,949.0,1.4,540.0,109.0,1457.0,1104.0,747.0,38.7,0.5298,180.0
1.8,897.0,1.3,529.0,69.0,1462.0,1101.0,693.0,37.2,0.5277,41.0
0.7,956.0,2.3,605.0,71.0,1341.0,1117.0,691.0,33.9,0.5037,52.0
1.1,1054.0,5.3,779.0,98.0,1080.0,1266.0,1013.0,40.3,0.5376,111.0
2.6,1343.0,13.4,1096.0,115.0,839.0,1587.0,1311.0,38.4,0.5341,191.0
4.0,1584.0,23.8,1399.0,130.0,642.0,1947.0,1675.0,35.6,0.5416,244.0
4.2,1556.0,21.5,1337.0,150.0,674.0,1852.0,1689.0,28.8,0.5305,283.0
4.7,1565.0,21.0,1324.0,159.0,695.0,1872.0,1688.0,28.2,0.5741,320.0
3.9,1429.0,18.4,1251.0,146.0,734.0,1754.0,1548.0,26.6,0.5529,249.0
3.7,1419.0,18.9,1267.0,138.0,742.0,1763.0,1490.0,22.5,0.5463,219.0
3.4,1373.0,17.1,1213.0,128.0,791.0,1711.0,1354.0,20.0,0.5352,200.0
2.2,1185.0,10.4,992.0,97.0,942.0,1448.0,1014.0,21.7,0.5295,138.0
1.9,1122.0,8.0,897.0,91.0,991.0,1372.0,831.0,26.5,0.579,118.0
1.6,1085.0,6.2,820.0,81.0,1060.0,1325.0,699.0,30.6,0.6295,99.0
2.1,1249.0,9.7,968.0,99.0,874.0,1527.0,926.0,34.7,0.6788,112.0
2.2,1236.0,9.6,962.0,101.0,853.0,1532.0,928.0,40.4,0.7228,117.0
2.7,1334.0,11.9,1047.0,106.0,815.0,1638.0,1038.0,42.0,0.7541,129.0
2.4,1264.0,8.7,928.0,102.0,884.0,1534.0,1035.0,43.5,0.779,132.0
1.3,1073.0,4.7,746.0,84.0,1072.0,1360.0,789.0,46.1,0.7833,73.0
1.2,1053.0,3.8,701.0,81.0,1147.0,1323.0,692.0,44.6,0.7574,68.0
1.5,1098.0,4.7,747.0,91.0,1094.0,1360.0,764.0,43.5,0.7302,80.0
1.3,1029.0,3.8,702.0,82.0,1180.0,1287.0,639.0,41.0,0.685,68.0
1.0,973.0,2.7,631.0,64.0,1287.0,1240.0,541.0,40.8,0.6814,44.0
0.9,972.0,2.8,639.0,70.0,1222.0,1256.0,678.0,40.8,0.6834,47.0
0.5,832.0,1.0,496.0,109.0,1613.0,1066.0,381.0,36.1,0.5823,180.0
0.5,851.0,0.8,477.0,26.0,1699.0,1064.0,343.0,36.1,0.5928,15.0
0.6,909.0,1.5,545.0,58.0,1473.0,1131.0,436.0,36.0,0.5947,44.0
1.0,1038.0,3.5,684.0,93.0,1220.0,1279.0,688.0,38.5,0.6291,85.0
3.1,1636.0,15.6,1168.0,110.0,721.0,1926.0,1438.0,58.2,0.9129,207.0
4.1,1580.0,19.9,1295.0,115.0,639.0,1957.0,1489.0,61.1,0.9256,230.0
2.2,1262.0,8.6,924.0,125.0,872.0,1576.0,1093.0,74.4,0.9384,181.0
1.7,1197.0,6.5,837.0,118.0,957.0,1498.0,965.0,71.0,0.9582,144.0
1.9,1277.0,7.7,886.0,109.0,902.0,1579.0,1004.0,70.0,0.9924,140.0
2.9,1430.0,11.3,1025.0,123.0,779.0,1772.0,1166.0,73.3,1.0442,204.0
2.2,1242.0,9.1,944.0,114.0,846.0,1638.0,991.0,78.1,1.0411,149.0
2.6,1349.0,11.2,1023.0,114.0,804.0,1748.0,1054.0,69.2,1.0746,171.0
3.1,1390.0,13.5,1100.0,119.0,755.0,1799.0,1192.0,59.3,0.9974,195.0
2.3,1224.0,10.1,980.0,111.0,850.0,1637.0,1055.0,50.9,0.8997,152.0
2.4,1253.0,11.3,1026.0,103.0,810.0,1681.0,1048.0,52.9,0.9087,128.0
2.8,1312.0,11.8,1041.0,103.0,821.0,1712.0,1073.0,50.8,0.8881,121.0
2.7,1254.0,11.5,1033.0,107.0,819.0,1669.0,1068.0,52.9,0.8581,142.0
2.3,1198.0,9.3,953.0,105.0,882.0,1588.0,1019.0,56.0,0.8446,131.0
1.5,1060.0,5.5,787.0,91.0,1044.0,1418.0,833.0,57.0,0.8315,81.0
1.4,1050.0,5.1,769.0,79.0,1078.0,1409.0,759.0,57.8,0.8224,60.0
1.2,1029.0,4.8,754.0,79.0,1098.0,1395.0,749.0,58.4,0.8164,57.0
1.6,1143.0,6.3,825.0,86.0,986.0,1477.0,978.0,61.6,0.8593,96.0
1.2,1044.0,5.1,770.0,70.0,1031.0,1425.0,944.0,63.9,0.8652,85.0
1.1,1034.0,4.1,716.0,55.0,1085.0,1405.0,891.0,67.2,0.863,50.0
0.9,956.0,4.0,713.0,109.0,1099.0,1422.0,849.0,73.1,0.8394,180.0
0.7,909.0,2.4,615.0,49.0,1237.0,1322.0,790.0,66.6,0.8299,57.0
0.9,996.0,2.9,648.0,50.0,1176.0,1340.0,852.0,63.7,0.8325,64.0
1.7,1154.0,7.4,876.0,67.0,1002.0,1561.0,987.0,68.8,0.8243,153.0
4.2,1510.0,19.8,1291.0,94.0,675.0,1949.0,1435.0,69.6,0.8273,342.0
6.2,1722.0,31.9,1595.0,119.0,539.0,2439.0,1798.0,60.9,0.8455,378.0
4.6,1512.0,21.0,1323.0,139.0,631.0,2001.0,1677.0,48.6,0.8892,304.0
2.8,1258.0,11.7,1040.0,113.0,800.0,1701.0,1282.0,39.6,0.8693,192.0
1.6,1094.0,6.8,850.0,88.0,970.0,1489.0,871.0,38.4,0.8743,130.0
1.7,1129.0,7.4,875.0,73.0,974.0,1524.0,759.0,36.7,0.8797,106.0
1.7,1125.0,8.6,924.0,73.0,937.0,1542.0,790.0,33.9,0.8771,102.0
1.7,1063.0,8.2,909.0,72.0,806.0,1463.0,963.0,49.6,0.9954,99.0
1.9,1063.0,8.2,909.0,81.0,806.0,1463.0,963.0,49.6,0.9954,108.0
2.3,1063.0,8.2,909.0,93.0,806.0,1463.0,963.0,49.6,0.9954,131.0
3.3,1308.0,16.4,1193.0,106.0,793.0,1193.0,1187.0,27.5,0.7913,163.0
4.2,1529.0,21.2,1331.0,132.0,700.0,2028.0,1399.0,32.1,0.8814,211.0
5.5,1592.0,25.0,1429.0,164.0,624.0,2089.0,1644.0,36.7,0.8878,267.0
4.9,1536.0,20.2,1302.0,161.0,666.0,1922.0,1599.0,40.9,0.8493,269.0
2.5,1192.0,10.8,1007.0,124.0,827.0,1604.0,1223.0,44.0,0.8341,154.0
2.0,1186.0,9.9,976.0,113.0,844.0,1570.0,1200.0,48.0,0.8569,127.0
2.0,1203.0,8.5,920.0,103.0,898.0,1529.0,1118.0,52.0,0.8757,122.0
2.0,1139.0,8.0,899.0,104.0,921.0,1514.0,1067.0,54.4,0.8701,126.0
1.3,1072.0,5.6,795.0,93.0,986.0,1442.0,1048.0,58.8,0.8922,84.0
1.0,954.0,3.2,667.0,60.0,1180.0,1350.0,718.0,60.9,0.9229,58.0
0.9,951.0,3.3,673.0,109.0,1137.0,1381.0,797.0,64.3,0.8869,180.0
1.8,926.0,2.8,638.0,52.0,1195.0,1342.0,749.0,65.9,0.8775,37.0
0.7,968.0,2.6,628.0,66.0,1197.0,1372.0,737.0,72.9,0.9738,56.0
1.1,1067.0,4.3,727.0,82.0,1055.0,1448.0,903.0,71.8,0.9671,91.0
2.6,1386.0,13.0,1083.0,109.0,798.0,1833.0,1159.0,73.7,1.0254,159.0
3.9,1474.0,20.3,1306.0,114.0,634.0,2060.0,1365.0,70.2,1.0221,190.0
5.0,1569.0,20.7,1316.0,139.0,634.0,2054.0,1510.0,65.3,1.0136,249.0
3.3,1375.0,15.9,1177.0,127.0,706.0,1898.0,1386.0,52.3,1.0013,196.0
2.9,1328.0,14.2,1123.0,127.0,738.0,1821.0,1368.0,44.1,0.9855,180.0
3.1,1341.0,15.9,1176.0,135.0,748.0,1825.0,1347.0,33.8,0.9322,167.0
3.0,1297.0,16.1,1183.0,130.0,765.0,1773.0,1242.0,31.3,0.9001,159.0
2.7,1303.0,14.7,1139.0,126.0,790.0,1761.0,1138.0,30.5,0.9371,152.0
2.7,1281.0,14.0,1116.0,121.0,809.0,1703.0,1080.0,27.3,0.9101,149.0
2.6,1248.0,13.6,1103.0,122.0,872.0,1632.0,1002.0,22.8,0.8288,143.0
3.7,1382.0,19.7,1288.0,138.0,778.0,1799.0,1212.0,22.3,0.7792,185.0
4.5,1491.0,23.3,1385.0,165.0,685.0,1915.0,1486.0,30.1,0.9012,223.0
4.7,1620.0,24.1,1407.0,154.0,641.0,2052.0,1567.0,40.1,0.9978,215.0
5.5,1693.0,25.4,1439.0,168.0,618.0,2083.0,1723.0,42.5,0.9483,271.0
3.0,1374.0,14.1,1121.0,146.0,771.0,1685.0,1399.0,43.0,0.9074,180.0
1.9,1287.0,10.1,982.0,124.0,841.0,1582.0,1291.0,47.0,0.9467,115.0
2.3,1408.0,12.1,1052.0,124.0,761.0,1684.0,1443.0,53.2,1.01,149.0
1.6,1254.0,9.0,941.0,106.0,828.0,1566.0,1270.0,51.8,0.9990000000000001,98.0
1.3,1141.0,6.3,827.0,88.0,936.0,1488.0,1110.0,54.2,0.9933,73.0
1.2,1141.0,5.3,777.0,83.0,986.0,1455.0,1060.0,58.2,0.9886,69.0
0.9,1042.0,3.8,697.0,109.0,1056.0,1410.0,965.0,57.6,0.9796,180.0
0.8,986.0,3.0,651.0,74.0,1145.0,1380.0,891.0,58.0,0.9488,60.0
0.8,1005.0,3.3,673.0,64.0,1103.0,1387.0,905.0,61.6,0.9631,56.0
0.9,1041.0,3.5,683.0,69.0,1112.0,1398.0,899.0,59.6,0.9408,73.0
2.0,1272.0,9.5,959.0,91.0,846.0,1660.0,1136.0,61.7,0.9399,159.0
3.0,1436.0,15.2,1154.0,96.0,704.0,1872.0,1391.0,55.8,0.9486,203.0
3.1,1472.0,14.3,1126.0,106.0,720.0,1816.0,1460.0,50.5,0.9684,211.0
1.8,1418.0,11.2,1023.0,109.0,785.0,1720.0,1410.0,43.3,0.9837,180.0
1.8,1410.0,11.4,1030.0,109.0,781.0,1743.0,1372.0,41.7,1.0092,180.0
1.8,1438.0,13.4,1096.0,109.0,781.0,1779.0,1266.0,35.8,1.0098,180.0
1.8,1278.0,10.6,1000.0,109.0,866.0,1621.0,1014.0,30.5,0.8897,180.0
1.8,1257.0,10.8,1006.0,109.0,915.0,1573.0,870.0,27.0,0.8325,180.0
1.8,1331.0,11.9,1046.0,109.0,882.0,1635.0,905.0,27.5,0.8575,180.0
1.8,1361.0,13.5,1102.0,109.0,834.0,1704.0,991.0,26.5,0.8675,180.0
1.8,1398.0,15.2,1156.0,109.0,812.0,1722.0,1076.0,27.1,0.8496,180.0
1.8,1483.0,17.1,1213.0,109.0,764.0,1798.0,1249.0,28.6,0.8273,180.0
1.8,1697.0,26.7,1471.0,109.0,625.0,2153.0,1548.0,36.8,0.9681,180.0
1.8,1459.0,14.2,1124.0,109.0,736.0,1823.0,1300.0,47.5,1.0912,180.0
1.8,1268.0,8.5,918.0,109.0,873.0,1602.0,1029.0,50.4,1.0772,180.0
1.8,1469.0,14.3,1128.0,109.0,762.0,1870.0,1207.0,51.3,1.0587,180.0
1.8,1316.0,9.3,952.0,109.0,847.0,1644.0,1047.0,53.8,1.0648,180.0
1.8,1224.0,7.8,892.0,109.0,884.0,1580.0,923.0,56.5,1.0634,180.0
1.8,1215.0,6.7,843.0,109.0,929.0,1551.0,862.0,59.2,1.0635,180.0
1.8,1115.0,5.4,782.0,109.0,980.0,1500.0,752.0,62.4,1.0726,180.0
1.8,1124.0,5.6,793.0,109.0,965.0,1521.0,791.0,65.0,1.0766,180.0
1.8,1028.0,3.5,682.0,109.0,1090.0,1448.0,697.0,65.3,1.0594,180.0
1.8,1010.0,3.0,650.0,109.0,1171.0,1434.0,664.0,66.5,1.0393,180.0
1.8,1074.0,4.4,731.0,109.0,1020.0,1488.0,891.0,69.1,1.0264,180.0
1.8,1034.0,3.5,684.0,109.0,1110.0,1423.0,813.0,64.8,1.0135,180.0
1.8,1130.0,4.2,720.0,109.0,1063.0,1461.0,828.0,59.0,1.0181,180.0
1.8,1275.0,8.0,900.0,109.0,868.0,1634.0,1057.0,49.8,1.0272,180.0
1.8,1324.0,9.0,939.0,109.0,846.0,1658.0,1011.0,40.7,1.0301,180.0
1.8,1268.0,8.1,902.0,109.0,906.0,1589.0,932.0,37.1,1.0457,180.0
1.8,1272.0,8.6,924.0,109.0,895.0,1603.0,881.0,33.8,1.0594,180.0
1.8,1160.0,7.1,860.0,109.0,969.0,1531.0,646.0,32.1,1.0393,180.0
1.8,1136.0,5.6,792.0,109.0,1057.0,1476.0,536.0,31.1,1.0143,180.0
1.8,1296.0,10.0,977.0,109.0,863.0,1642.0,746.0,30.8,1.0253,180.0
1.8,1345.0,10.5,996.0,109.0,841.0,1678.0,833.0,36.0,1.085,180.0
1.8,1296.0,10.1,983.0,109.0,845.0,1626.0,802.0,36.2,1.0053,180.0
1.8,1258.0,10.0,977.0,109.0,838.0,1636.0,838.0,39.3,1.0336,180.0
1.8,1420.0,13.0,1085.0,109.0,755.0,1756.0,1051.0,44.6,1.0208,180.0
1.8,1366.0,10.5,997.0,109.0,830.0,1673.0,1041.0,48.9,1.0323,180.0
1.8,1113.0,5.2,772.0,109.0,989.0,1493.0,646.0,56.1,1.0481,180.0
1.8,1196.0,6.9,853.0,109.0,909.0,1556.0,769.0,58.8,1.0464,180.0
1.8,1188.0,6.4,829.0,109.0,930.0,1540.0,785.0,60.8,1.0501,180.0
1.8,1102.0,4.7,750.0,109.0,1007.0,1470.0,613.0,64.4,1.0717,180.0
1.8,969.0,2.4,611.0,109.0,1239.0,1330.0,430.0,63.3,1.0584,180.0
1.8,983.0,2.2,600.0,109.0,1233.0,1375.0,485.0,61.5,1.0418,180.0
1.8,876.0,1.1,505.0,109.0,1456.0,1294.0,467.0,56.9,0.9961,180.0
1.8,884.0,0.9,489.0,109.0,1536.0,1278.0,436.0,54.0,0.9742,180.0
1.8,1024.0,3.1,658.0,109.0,1175.0,1417.0,682.0,63.9,0.9809,180.0
1.8,1126.0,6.2,822.0,109.0,945.0,1541.0,927.0,65.3,0.9688,180.0
1.8,1415.0,13.2,1089.0,109.0,767.0,1795.0,1192.0,62.5,0.9582,180.0
1.8,1631.0,25.8,1449.0,109.0,570.0,2299.0,1615.0,58.8,0.963,180.0
1.8,1499.0,18.2,1247.0,109.0,647.0,1972.0,1505.0,56.7,0.9773,180.0
3.1,1461.0,14.3,1127.0,124.0,703.0,1836.0,1451.0,57.4,1.0075,236.0
3.0,1430.0,13.7,1107.0,121.0,713.0,1853.0,1409.0,55.2,1.0382,228.0
3.2,1498.0,15.7,1171.0,114.0,684.0,1942.0,1434.0,54.3,1.0434,206.0
3.1,1454.0,15.4,1162.0,114.0,682.0,1915.0,1457.0,51.5,1.0552,188.0
2.5,1402.0,12.6,1069.0,106.0,733.0,1793.0,1325.0,47.5,1.0653,158.0
2.1,1327.0,9.8,971.0,89.0,803.0,1705.0,1120.0,41.7,1.0606,124.0
2.0,1273.0,9.6,963.0,82.0,832.0,1662.0,931.0,38.3,1.0106,98.0
3.2,1457.0,16.3,1190.0,111.0,678.0,1877.0,1212.0,42.8,1.0053,160.0
4.1,1543.0,19.8,1290.0,132.0,631.0,2011.0,1353.0,45.4,1.0312,194.0
3.9,1499.0,18.0,1239.0,121.0,651.0,1957.0,1359.0,47.5,1.0199,174.0
3.1,1378.0,13.6,1102.0,116.0,742.0,1796.0,1273.0,49.4,1.0064,157.0
2.0,1243.0,8.7,928.0,100.0,852.0,1622.0,1079.0,50.9,1.0090000000000001,109.0
1.7,1196.0,7.7,885.0,89.0,884.0,1589.0,973.0,51.8,1.023,85.0
